  237    0.56860E+04    0.15053E+01    0.43578E+02    0.99136E+02    0.84495E+00    0.17145E+00
  238    0.56757E+04    0.15599E+01    0.45260E+02    0.99033E+02    0.83722E+00    0.16932E+00
  239    0.56649E+04    0.16166E+01    0.46940E+02    0.98926E+02    0.82955E+00    0.16722E+00
  240    0.56534E+04    0.16754E+01    0.48617E+02    0.98816E+02    0.82194E+00    0.16515E+00
  241    0.56414E+04    0.17363E+01    0.50291E+02    0.98704E+02    0.81440E+00    0.16311E+00
  242    0.56287E+04    0.17994E+01    0.51961E+02    0.98588E+02    0.80693E+00    0.16109E+00
  243    0.56155E+04    0.18647E+01    0.53625E+02    0.98469E+02    0.79952E+00    0.15911E+00
  244    0.56016E+04    0.19322E+01    0.55285E+02    0.98347E+02    0.79217E+00    0.15716E+00
  245    0.55872E+04    0.20019E+01    0.56938E+02    0.98222E+02    0.78489E+00    0.15523E+00
  246    0.55722E+04    0.20740E+01    0.58585E+02    0.98095E+02    0.77766E+00    0.15333E+00
  247    0.55566E+04    0.21484E+01    0.60224E+02    0.97964E+02    0.77049E+00    0.15147E+00
  248    0.55404E+04    0.22251E+01    0.61855E+02    0.97830E+02    0.76338E+00    0.14963E+00
  249    0.55236E+04    0.23042E+01    0.63477E+02    0.97694E+02    0.75633E+00    0.14782E+00
  250    0.55063E+04    0.23857E+01    0.65090E+02    0.97554E+02    0.74933E+00    0.14604E+00
  251    0.54883E+04    0.24697E+01    0.66692E+02    0.97412E+02    0.74239E+00    0.14429E+00
  252    0.54698E+04    0.25561E+01    0.68284E+02    0.97267E+02    0.73551E+00    0.14256E+00
  253    0.54507E+04    0.26449E+01    0.69864E+02    0.97120E+02    0.72867E+00    0.14087E+00
  254    0.54310E+04    0.27361E+01    0.71432E+02    0.96969E+02    0.72190E+00    0.13920E+00
  255    0.54108E+04    0.28296E+01    0.72988E+02    0.96816E+02    0.71517E+00    0.13756E+00
  256    0.53901E+04    0.29255E+01    0.74531E+02    0.96659E+02    0.70850E+00    0.13594E+00
  257    0.53688E+04    0.30237E+01    0.76059E+02    0.96500E+02    0.70188E+00    0.13435E+00
  258    0.53470E+04    0.31241E+01    0.77574E+02    0.96338E+02    0.69532E+00    0.13279E+00
  259    0.53248E+04    0.32269E+01    0.79073E+02    0.96174E+02    0.68881E+00    0.13126E+00
  260    0.53020E+04    0.33319E+01    0.80557E+02    0.96006E+02    0.68235E+00    0.12974E+00
  261    0.52787E+04    0.34391E+01    0.82024E+02    0.95836E+02    0.67594E+00    0.12826E+00
  262    0.52550E+04    0.35485E+01    0.83475E+02    0.95663E+02    0.66958E+00    0.12680E+00
  263    0.52308E+04    0.36601E+01    0.84909E+02    0.95487E+02    0.66328E+00    0.12536E+00
  264    0.52061E+04    0.37738E+01    0.86324E+02    0.95308E+02    0.65702E+00    0.12394E+00
  265    0.51810E+04    0.38897E+01    0.87721E+02    0.95126E+02    0.65082E+00    0.12255E+00
  266    0.51555E+04    0.40077E+01    0.89098E+02    0.94941E+02    0.64466E+00    0.12118E+00
  267    0.51295E+04    0.41278E+01    0.90456E+02    0.94754E+02    0.63856E+00    0.11984E+00
  268    0.51032E+04    0.42499E+01    0.91793E+02    0.94564E+02    0.63250E+00    0.11851E+00
  269    0.50764E+04    0.43741E+01    0.93109E+02    0.94370E+02    0.62650E+00    0.11721E+00
  270    0.50493E+04    0.45003E+01    0.94404E+02    0.94174E+02    0.62054E+00    0.11593E+00
  271    0.50217E+04    0.46285E+01    0.95676E+02    0.93976E+02    0.61463E+00    0.11467E+00
  272    0.49938E+04    0.47586E+01    0.96926E+02    0.93774E+02    0.60877E+00    0.11343E+00
